ID,Provincia,Latitud,Longitud,Localidad,SitioCodigo,Area_(m2),Taxa,Especie,EspecieCodigo,Talla_(cm),Abundancia,Densidad_(org/m2)
177,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Zanclidae,Zanclus cornutus,ZAN_COR,20,1,0.02
178,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,11,0.22
179,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,32,0.64
180,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,15,1,0.02
181,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,15,2,0.04
182,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Kyphosidae,Kyphosus elegans,KYP_ELE,35,2,0.04
183,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,15,3,0.06
184,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Sufflamen verres,SUF_VER,25,1,0.02
185,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon maculicauda,HAE_MAC,15,19,0.38
186,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon maculicauda,HAE_MAC,20,54,1.08
187,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,1,0.02
188,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Chaetodontidae,Chaetodon humeralis,CHA_HUM,15,2,0.04
189,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Pomacanthus zonipectus,POM_ZON,20,1,0.02
190,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,20,2,0.04
191,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,7,0.14
192,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,11,0.22
193,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,17,0.34
194,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,10,2,0.04
195,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,20,1,0.02
196,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,10,4,0.08
197,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,19,0.38
198,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,10,212,4.24
199,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,20,1,0.02
200,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,15,1,0.02
201,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,20,1,0.02
202,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,30,1,0.02
203,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,15,2,0.04
204,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Holocentridae,Sargocentron suborbitalis,SAR_SUB,15,2,0.04
205,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Scaridae,Scarus perrico,SCA_PER,30,1,0.02
206,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,38,0.76
207,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,40,0.8
208,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,5,12,0.24
209,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,10,3,0.06
210,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,15,1,0.02
211,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Serranus psittacinus,SER_PSI,10,12,0.24
212,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Kyphosidae,Kyphosus elegans,KYP_ELE,25,1,0.02
213,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Muraenidae,Echidna nebulosa,ECH_NEB,35,1,0.02
214,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,1,0.02
215,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Balistidae,Sufflamen verres,SUF_VER,25,1,0.02
216,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Lutjanidae,Lutjanus guttatus,LUT_GUT,20,2,0.04
217,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,156,3.12
218,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Haemulidae,Haemulon maculicauda,HAE_MAC,20,21,0.42
219,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Haemulidae,Haemulon flaviguttatum,HAE_FLA,20,5,0.1
220,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Haemulidae,Anisotremus taeniatus,ANI_TAE,20,26,0.52
221,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Acanthuridae,Prionurus laticlavius,PRI_LAT,25,2,0.04
222,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,1,0.02
223,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Chaetodontidae,Chaetodon humeralis,CHA_HUM,15,2,0.04
224,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,20,7,0.14
225,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,18,0.36
226,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,15,0.3
227,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,20,1,0.02
228,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,18,0.36
229,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,20,15,0.3
230,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,10,107,2.14
231,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,20,2,0.04
232,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,25,1,0.02
233,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,20,3,0.06
234,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,10,2,0.04
235,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,15,1,0.02
236,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Holocentridae,Sargocentron suborbitalis,SAR_SUB,15,3,0.06
237,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,32,0.64
238,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,64,1.28
239,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,15,3,0.06
240,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,15,3,0.06
241,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,20,1,0.02
242,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,35,1,0.02
243,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Serranus psittacinus,SER_PSI,15,1,0.02
244,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Kyphosidae,Kyphosus elegans,KYP_ELE,25,2,0.04
245,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Muraenidae,Echidna nebulosa,ECH_NEB,35,1,0.02
246,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,5,0.1
247,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,115,2.3
248,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,4,0.08
249,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,10,1,0.02
250,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,15,0.3
251,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,20,20,0.4
252,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,5,6,0.12
253,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,10,8,0.16
254,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Bodianus diplotaenia,BOD_DIP,5,1,0.02
255,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Serranidae,Serranus psittacinus,SER_PSI,10,34,0.68
256,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,25,1,0.02
257,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Carangidae,Caranx caballus,CAR_CAB,15,1,0.02
258,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Chaetodontidae,Chaetodon humeralis,CHA_HUM,15,2,0.04
259,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Haemulidae,Haemulon sexfasciatum,HAE_SEX,15,1,0.02
260,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,5,0.1
261,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,13,0.26
262,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,15,3,0.06
263,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Halichoeres dispilus,HAL_DIS,10,2,0.04
264,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,5,3,0.06
265,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,5,20,0.4
266,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,3,0.06
267,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,8,0.16
268,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,5,4,0.08
269,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,10,12,0.24
270,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,15,14,0.28
271,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,10,2,0.04
272,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,4,0.08
273,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,25,2,0.04
274,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Alphestes immaculatus,ALP_IMM,25,1,0.02
275,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Tetraodontidae,Arothron hispidus,ARO_HIS,30,1,0.02
276,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,100,2
277,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Haemulidae,Haemulon maculicauda,HAE_MAC,20,5,0.1
278,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,15,5,0.1
279,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,5,0.1
280,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,15,4,0.08
281,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,6,0.12
282,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf concolor,ABU_CON,15,2,0.04
283,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,2,0.04
284,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,5,1,0.02
285,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,5,0.1
286,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,30,2,0.04
287,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,20,5,0.1
288,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Serranidae,Epinephelus labriformis,EPI_LAB,25,2,0.04
289,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Serranidae,Epinephelus labriformis,EPI_LAB,30,3,0.06
290,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Serranidae,Epinephelus labriformis,EPI_LAB,35,4,0.08
291,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,5,10,0.2
292,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,10,5,0.1
293,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,5,3,0.06
294,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,14,0.28
295,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf concolor,ABU_CON,10,7,0.14
296,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,5,5,0.1
297,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,10,2,0.04
298,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,44,0.88
299,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,20,1,0.02
300,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,2,0.04
301,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,21,0.42
302,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,15,2,0.04
303,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Ophichthidae,Myrichthys tigrinus,MYR_TIG,35,1,0.02
304,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,20,12,0.24
305,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,11,0.22
306,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,5,32,0.64
307,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,5,10,0.2
308,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,25,1,0.02
309,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,25,2,0.04
310,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Sufflamen verres,SUF_VER,25,2,0.04
311,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,20,4,0.08
312,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon maculicauda,HAE_MAC,15,25,0.5
313,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon flaviguttatum,HAE_FLA,25,3,0.06
314,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,35,0.7
315,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,20,1,0.02
316,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Halichoeres dispilus,HAL_DIS,10,20,0.4
317,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Halichoeres chierchiae,HAL_CHI,15,1,0.02
318,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,20,1,0.02
319,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,2,0.04
320,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,4,0.08
321,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,32,0.64
322,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,5,6,0.12
323,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,15,9,0.18
324,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,1,0.02
325,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,25,1,0.02
326,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,2,0.04
327,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Thalassoma lucasanum,THA_LUC,5,17,0.34
328,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Labridae,Halichoeres dispilus,HAL_DIS,5,4,0.08
329,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,15,1,0.02
330,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,35,1,0.02
331,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Tetraodontidae,Arothron meleagris,ARO_MEL,35,1,0.02
332,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Tetraodontidae,Arothron meleagris,ARO_MEL,10,1,0.02
333,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,15,3,0.06
334,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,3,0.06
335,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,1,0.02
336,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,5,6,0.12
337,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,5,12,0.24
338,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,10,8,0.16
339,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes acapulcoensis,STE_ACA,15,24,0.48
340,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,5,9,0.18
341,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,25,0.5
342,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,25,1,0.02
343,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Serranidae,Alphestes immaculatus,ALP_IMM,35,1,0.02
344,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Chaetodontidae,Chaetodon humeralis,CHA_HUM,20,1,0.02
345,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Holocentridae,Sargocentron suborbitalis,SAR_SUB,25,3,0.06
346,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Holocentridae,Sargocentron suborbitalis,SAR_SUB,25,2,0.04
347,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Kyphosidae,Kyphosus elegans,KYP_ELE,35,2,0.04
348,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,58,1.16
349,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,15,38,0.76
350,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,64,1.28
351,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,30,5,0.1
352,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,35,2,0.04
353,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,35,7,0.14
354,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,5,2,0.04
