ID,Provincia,Latitud,Longitud,Localidad,SitioCodigo,Transecto,m2,vert_invert,phylum,taxa,sp,sp_code,length,abundance
364,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,30,7
365,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,35,3
366,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,15,2
367,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,2
368,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,5,8
369,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,9
370,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,20,1
371,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,4,50,Vertebrados,Chordata,Acanthuridae,Prionurus laticlavius,PRI_LAT,25,1
372,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Acanthuridae,Prionurus laticlavius,PRI_LAT,25,2
373,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Acanthuridae,Prionurus laticlavius,PRI_LAT,30,2
374,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,15
375,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,35,2
376,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,20,2
377,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Haemulidae,Anisotremus taeniatus,ANI_TAE,30,2
378,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Haemulidae,Anisotremus taeniatus,ANI_TAE,35,1
379,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Holocentridae,Sargocentron suborbitalis,SAR_SUB,20,3
380,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,35,3
381,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,20,6
382,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,25,2
383,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,6
384,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,15,6
385,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,3
386,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,25,2
387,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,30,2
388,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,3
389,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,5
390,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,4
391,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,2
392,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,9
393,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,15,8
394,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,9
395,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,20,4
396,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,15,3
397,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,5
398,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,10,13
399,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,6
400,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,30,2
401,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,30,4
402,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,30,4
403,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,35,9
404,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,25,5
405,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,20,2
406,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,5,50,Vertebrados,Chordata,Muraenidae,Echidna nebulosa,ECH_NEB,35,1
407,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,10
408,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,30,2
409,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,35,3
410,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Balistidae,Sufflamen verres,SUF_VER,35,3
411,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Carangidae,Caranx caballus,CAR_CAB,25,8
412,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Carangidae,Caranx caballus,CAR_CAB,30,3
413,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,20,3
414,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,25,3
415,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,50
416,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Diodontidae,Diodon hystrix,DIO_HYS,35,1
417,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Haemulidae,Haemulon maculicauda,HAE_MAC,25,17
418,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Haemulidae,Haemulon maculicauda,HAE_MAC,30,11
419,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Haemulidae,Haemulon flaviguttatum,HAE_FLA,30,32
420,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Haemulidae,Haemulon flaviguttatum,HAE_FLA,25,21
421,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,29
422,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,18
423,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,35,1
424,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,30,2
425,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,25,2
426,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,30,2
427,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,6
428,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,11
429,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,6
430,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,31
431,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,25,20
432,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,10,11
433,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,3
434,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,25,4
435,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Scaridae,Scarus perrico,SCA_PER,30,2
436,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,20,3
437,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,25,2
438,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,30,4
439,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,35,4
440,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,25,3
441,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Tetraodontidae,Arothron hispidus,ARO_HIS,35,2
442,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,9,50,Vertebrados,Chordata,Carangidae,Gnathanodon speciosus,GNA_SPE,35,2
443,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,5,50
444,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Carangidae,Caranx caballus,CAR_CAB,20,5
445,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,5
446,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Haemulidae,Haemulon flaviguttatum,HAE_FLA,25,20
447,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Haemulidae,Haemulon flaviguttatum,HAE_FLA,30,12
448,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Haemulidae,Anisotremus taeniatus,ANI_TAE,30,6
449,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Haemulidae,Anisotremus taeniatus,ANI_TAE,35,5
450,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Holocentridae,Sargocentron suborbitalis,SAR_SUB,20,9
451,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,29
452,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,23
453,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,25,3
454,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Lutjanidae,Lutjanus guttatus,LUT_GUT,25,4
455,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,20,4
456,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,1
457,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,6
458,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,4
459,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,13
460,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,15,7
461,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,6
462,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,10,5
463,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,25,7
464,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,30,3
465,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Scaridae,Scarus perrico,SCA_PER,25,2
466,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,15,15
467,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,25,1
468,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,25,5
469,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,10,50,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,35,2
470,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,68
471,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,2
472,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,92
473,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,61
474,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,1
475,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,7
476,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,14
477,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,1
478,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2
479,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,4
480,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,4
481,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,1
482,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,30
483,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Mollusca,Polyplacophora,Chiton sp,CHI_SP,10,1
484,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,3
485,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2
486,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,5
487,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,1
488,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,1
489,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,15,1
490,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,10,1
491,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,3
492,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Echinodermata,Asteroidea,Phataria unifascialis,PHA_UNI,10,1
493,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,1
494,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,5,1
495,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,6
496,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,1
497,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,4
498,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,15,1
499,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2
500,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,6
501,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,1
502,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Echinodermata,Ophiuroidea,Ophiocoma aethiops,OPH_AET,10,7
503,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,2
504,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Echinodermata,Asteroidea,Phataria unifascialis,PHA_UNI,10,1
505,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,2
506,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,11,50,Invertebrados,Cnidaria,Hexacorallia,Porites lobata,POR_LOB,15,1
507,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Mollusca,Gastropoda,Conus nux,CON_NUX,5,7
508,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,3
509,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,11
510,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,50,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,6
511,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Mollusca,Polyplacophora,Chiton sp,CHI_SP,5,1
512,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Mollusca,Gastropoda,Conus nux,CON_NUX,5,3
513,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,6
514,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,44
515,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,2,50,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,9
516,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,6,50,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,14
