Dia,Provincia,Latitud,Longitud,Localidad,SitioCodigo,Profundidad,Transecto,Area_(m2),Phylum,Taxa,Especie,NivelTrofico,Talla_(cm),Abundancia,Densidad_(org/m2)
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,35,0.7
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,20,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,10,20,0.4
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Halichoeres chierchiae,Carnivoros,15,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacanthidae,Holacanthus passer,Carnivoros,20,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,20,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,25,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,10,32,0.64
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Stegastes acapulcoensis,Herbivoros,5,6,0.12
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Stegastes acapulcoensis,Herbivoros,15,9,0.18
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Cirrhitidae,Cirrhitus rivulatus,Carnivoros,25,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,2,0.04
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,17,0.34
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,5,4,0.08
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,15,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,35,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Tetraodontidae,Arothron meleagris,Carnivoros,35,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Tetraodontidae,Arothron meleagris,Carnivoros,10,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,15,3,0.06
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,25,3,0.06
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,10,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,5,6,0.12
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Stegastes acapulcoensis,Herbivoros,5,12,0.24
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Stegastes acapulcoensis,Herbivoros,10,8,0.16
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Stegastes acapulcoensis,Herbivoros,15,24,0.48
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,5,9,0.18
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,25,0.5
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Cirrhitidae,Cirrhitus rivulatus,Carnivoros,25,1,0.02
20-Mar-16,Puntarenas,9.816370,-84.876960,LANGOSTA,L_PC,1,1,50,Chordata,Serranidae,Alphestes immaculatus,Piscivoros,35,1,0.02
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Chaetodontidae,Chaetodon humeralis,Carnivoros,20,1,0.02
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Holocentridae,Sargocentron suborbitalis,Carnivoros,25,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Holocentridae,Sargocentron suborbitalis,Carnivoros,25,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Kyphosidae,Kyphosus elegans,Herbivoros,35,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,58,1.16
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,38,0.76
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,64,1.28
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,30,5,0.1
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,35,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,35,7,0.14
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,5,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,30,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,35,14,0.28
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,5,27,0.54
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,35,36,0.72
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,30,19,0.38
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,25,8,0.16
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,20,7,0.14
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Cirrhitidae,Cirrhitus rivulatus,Carnivoros,35,1,0.02
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,20,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,30,7,0.14
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,35,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,15,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,5,8,0.16
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,9,0.18
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,20,1,0.02
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,1,1,50,Chordata,Acanthuridae,Prionurus laticlavius,Herbivoros,25,1,0.02
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Acanthuridae,Prionurus laticlavius,Herbivoros,25,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Acanthuridae,Prionurus laticlavius,Herbivoros,30,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,10,15,0.3
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,35,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,20,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Haemulidae,Anisotremus taeniatus,Carnivoros,30,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Haemulidae,Anisotremus taeniatus,Carnivoros,35,1,0.02
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Holocentridae,Sargocentron suborbitalis,Carnivoros,20,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,35,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,20,6,0.12
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,25,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,6,0.12
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,6,0.12
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacanthidae,Holacanthus passer,Carnivoros,25,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacanthidae,Holacanthus passer,Carnivoros,30,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,35,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,30,5,0.1
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,35,4,0.08
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,20,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,20,9,0.18
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,15,8,0.16
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,5,9,0.18
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,20,4,0.08
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,15,3,0.06
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,5,0.1
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,10,13,0.26
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,6,0.12
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Cirrhitidae,Cirrhitus rivulatus,Carnivoros,30,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,30,4,0.08
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,30,4,0.08
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,35,9,0.18
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,25,5,0.1
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,20,2,0.04
19-Mar-16,Puntarenas,9.782030,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,3,2,50,Chordata,Muraenidae,Echidna nebulosa,Carnivoros,35,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,10,10,0.2
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,30,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,35,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Balistidae,Sufflamen verres,Carnivoros,35,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Carangidae,Caranx caballus,Carnivoros,25,8,0.16
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Carangidae,Caranx caballus,Carnivoros,30,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,20,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,25,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Engraulidae,Anchoa eigenmannia,Planctivoros,5,50,1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Diodontidae,Diodon hystrix,Carnivoros,35,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Haemulidae,Haemulon maculicauda,Carnivoros,25,17,0.34
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Haemulidae,Haemulon maculicauda,Carnivoros,30,11,0.22
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Haemulidae,Haemulon flaviguttatum,Carnivoros,30,32,0.64
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Haemulidae,Haemulon flaviguttatum,Carnivoros,25,21,0.42
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,29,0.58
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,18,0.36
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,35,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,30,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacanthidae,Holacanthus passer,Carnivoros,25,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacanthidae,Holacanthus passer,Carnivoros,30,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,35,6,0.12
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,30,11,0.22
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,20,6,0.12
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,20,31,0.62
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,25,20,0.4
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,10,11,0.22
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,5,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,25,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Scaridae,Scarus perrico,Herbivoros,30,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,20,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,25,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,30,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,35,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,25,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Tetraodontidae,Arothron hispidus,Carnivoros,35,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,1,50,Chordata,Carangidae,Gnathanodon speciosus,Piscivoros,35,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,5,50,1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Carangidae,Caranx caballus,Carnivoros,20,5,0.1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,15,5,0.1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Haemulidae,Haemulon flaviguttatum,Carnivoros,25,20,0.4
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Haemulidae,Haemulon flaviguttatum,Carnivoros,30,12,0.24
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Haemulidae,Anisotremus taeniatus,Carnivoros,30,6,0.12
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Haemulidae,Anisotremus taeniatus,Carnivoros,35,5,0.1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Holocentridae,Sargocentron suborbitalis,Carnivoros,20,9,0.18
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,29,0.58
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,23,0.46
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,25,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Lutjanidae,Lutjanus guttatus,Carnivoros,25,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacanthidae,Holacanthus passer,Carnivoros,20,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,35,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,30,6,0.12
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,25,4,0.08
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,20,13,0.26
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,15,7,0.14
